datetime,open,high,low,close,volume
2006-04-28 21:00:00+00:00,1313.3,1326.5,1301.9,1323.8,40557.0
2006-05-05 21:00:00+00:00,1324.5,1326.5,1289.7,1290.9,39747.0
2006-05-12 21:00:00+00:00,1285.4,1298.0,1255.2,1268.2,60843.0
2006-05-19 21:00:00+00:00,1268.2,1281.0,1244.3,1280.5,62510.0
2006-05-26 21:00:00+00:00,1280.2,1292.4,1254.3,1286.5,41993.0
2006-06-02 21:00:00+00:00,1286.5,1287.2,1234.4,1250.0,49673.0
2006-06-09 21:00:00+00:00,1249.8,1259.7,1218.5,1248.3,20355.0
2006-06-16 21:00:00+00:00,1250.1,1257.8,1236.5,1244.5,52877.0
2006-06-23 21:00:00+00:00,1245.7,1277.5,1236.9,1272.9,45778.0
2006-06-30 21:00:00+00:00,1272.4,1281.2,1262.3,1266.3,31250.0
2006-07-07 21:00:00+00:00,1265.8,1275.5,1227.4,1234.6,55590.0
2006-07-14 21:00:00+00:00,1235.9,1261.9,1223.9,1237.5,61614.0
2006-07-21 21:00:00+00:00,1238.0,1279.8,1237.0,1278.4,53068.0
2006-07-28 21:00:00+00:00,1278.1,1292.4,1264.7,1280.2,45971.0
2006-08-04 21:00:00+00:00,1280.5,1283.6,1258.0,1268.2,46749.0
2006-08-11 21:00:00+00:00,1270.4,1303.9,1266.8,1303.4,44245.0
2006-08-18 21:00:00+00:00,1303.0,1303.5,1288.6,1295.4,35805.0
2006-08-25 21:00:00+00:00,1295.4,1312.2,1292.2,1310.5,34997.0
2006-09-01 21:00:00+00:00,1310.0,1315.3,1292.0,1298.6,21726.0
2006-09-08 21:00:00+00:00,1299.4,1327.3,1291.0,1322.8,13662.0
2006-09-15 21:00:00+00:00,1322.3,1331.1,1312.3,1317.1,43602.0
2006-09-22 21:00:00+00:00,1317.0,1342.4,1313.1,1337.4,41550.0
2006-09-29 21:00:00+00:00,1337.9,1355.7,1328.4,1351.6,42492.0
2006-10-06 21:00:00+00:00,1350.8,1368.0,1344.2,1367.3,37354.0
